a¤o;area;type_violen;sexo;n_casos;poblacion;tasa_x100h
2019;San Cristóbal;Emocional;Hombre ;942;189378;497.4
2019;Kennedy;Emocional;Hombre ;1136;611659;185.7
2019;Los Mártires;Emocional;Hombre ;245;47189;519.2
2019;Bosa;Emocional;Hombre ;1032;378186;272.9
2019;Santa Fe;Emocional;Hombre ;290;46763;620.1
2019;Tunjuelito;Emocional;Hombre ;236;91695;257.4
2019;Chapinero;Emocional;Hombre ;108;60592;178.2
2019;Sumapaz;Emocional;Hombre ;27;3939;685.5
2019;Suba;Emocional;Hombre ;927;643043;144.2
2019;Distrito;Emocional;Hombre ;9448;4014435;235.4
2019;La Candelaria;Emocional;Hombre ;45;11891;378.4
2019;Usaquén;Emocional;Hombre ;348;221576;253.6
2019;Fontibón;Emocional;Hombre ;268;204903;130.8
2019;Puente Aranda;Emocional;Hombre ;242;107562;225
2019;Ciudad Bolívar;Emocional;Hombre ;1205;371732;324.2
2019;Usme;Emocional;Hombre ;644;168989;381.1
2019;Engativá;Emocional;Hombre ;646;427470;151.1
2019;San Cristóbal;Física;Hombre ;175;189378;92.4
2019;Bosa;Física;Hombre ;194;378186;51.3
2019;Usme;Física;Hombre ;111;168989;65.7
2019;Engativá;Física;Hombre ;210;427470;49.1
2019;Barrios Unidos;Física;Hombre ;42;138503;30.3
2019;Rafael Uribe Uribe;Física;Hombre ;147;168858;87.1
2019;La Candelaria;Física;Hombre ;8;11891;67.3
2019;Teusaquillo;Física;Hombre ;25;66684;37.5
2019;Distrito;Física;Hombre ;2102;4014435;52.4
2019;Usaquén;Física;Hombre ;107;221576;48.3
2019;Fontibón;Física;Hombre ;72;204903;35.1
2019;Suba;Física;Hombre ;256;643043;39.8
2019;Santa Fe;Física;Hombre ;51;46763;109.1
2019;Sumapaz;Física;Hombre ;2;3939;50.8
2019;Antonio Nariño;Física;Hombre ;23;53823;42.7
2019;Chapinero;Física;Hombre ;30;60592;49.5
2019;Tunjuelito;Física;Hombre ;61;91695;66.5
2019;Ciudad Bolívar;Física;Hombre ;222;371732;59.7
2019;Puente Aranda;Física;Hombre ;69;107562;64.1
2019;Kennedy;Física;Hombre ;260;611659;42.5
2019;Los Mártires;Física;Hombre ;37;47189;78.4
2019;Suba;Intrafamiliar;Hombre ;927;643043;144.2
2019;Los Mártires;Intrafamiliar;Hombre ;245;47189;519.2
2019;Antonio Nariño;Intrafamiliar;Hombre ;129;53823;239.7
2019;Chapinero;Intrafamiliar;Hombre ;108;60592;178.2
2019;Teusaquillo;Intrafamiliar;Hombre ;101;66684;151.5
2019;Rafael Uribe Uribe;Intrafamiliar;Hombre ;764;168858;452.5
2019;Distrito;Intrafamiliar;Hombre ;9448;4014435;235.4
2019;Barrios Unidos;Intrafamiliar;Hombre ;113;138503;81.6
2019;Usaquén;Intrafamiliar;Hombre ;348;221576;157.1
2019;Tunjuelito;Intrafamiliar;Hombre ;236;91695;257.4
2019;Ciudad Bolívar;Intrafamiliar;Hombre ;1205;371732;324.2
2019;Puente Aranda;Intrafamiliar;Hombre ;242;107562;225
2019;La Candelaria;Intrafamiliar;Hombre ;45;11891;378.4
2019;Fontibón;Intrafamiliar;Hombre ;268;204903;130.8
2019;San Cristóbal;Intrafamiliar;Hombre ;942;189378;497.4
2019;Santa Fe;Intrafamiliar;Hombre ;290;46763;620.1
2019;Usme;Intrafamiliar;Hombre ;644;168989;381.1
2019;Sumapaz;Intrafamiliar;Hombre ;27;3939;685.5
2019;Kennedy;Intrafamiliar;Hombre ;1136;611659;185.7
2019;Bosa;Intrafamiliar;Hombre ;1032;378186;272.9
2019;Engativá;Intrafamiliar;Hombre ;646;427470;151.1
2019;Suba;Negligencia ;Hombre ;442;643043;68.7
2019;San Cristóbal;Negligencia ;Hombre ;665;189378;351.1
2019;Sumapaz;Negligencia ;Hombre ;24;3939;609.3
2019;Ciudad Bolívar;Negligencia ;Hombre ;822;371732;221.1
2019;Fontibón;Negligencia ;Hombre ;139;204903;67.8
2019;La Candelaria;Negligencia ;Hombre ;28;11891;235.5
2019;Bosa;Negligencia ;Hombre ;667;378186;176.4
2019;Kennedy;Negligencia ;Hombre ;686;611659;112.2
2019;Usme;Negligencia ;Hombre ;496;168989;293.5
2019;Antonio Nariño;Negligencia ;Hombre ;80;53823;148.6
2019;Puente Aranda;Negligencia ;Hombre ;138;107562;128.3
2019;Chapinero;Negligencia ;Hombre ;50;60592;82.5
2019;Usaquén;Negligencia ;Hombre ;164;221576;74
2019;Distrito;Negligencia ;Hombre ;5864;4014435;146.1
2019;Los Mártires;Negligencia ;Hombre ;179;47189;379.3
2019;Teusaquillo;Negligencia ;Hombre ;54;66684;81
2019;Barrios Unidos;Negligencia ;Hombre ;54;138503;39
2019;Santa Fe;Negligencia ;Hombre ;190;46763;406.3
2019;Tunjuelito;Negligencia ;Hombre ;153;91695;166.9
2019;Rafael Uribe Uribe;Negligencia ;Hombre ;513;168858;303.8
2019;Engativá;Negligencia ;Hombre ;320;427470;74.9
2019;Puente Aranda;Sexual;Hombre ;43;107562;40
2019;Distrito;Sexual;Hombre ;1540;4014435;38.4
2019;San Cristóbal;Sexual;Hombre ;106;189378;56
2019;Usaquén;Sexual;Hombre ;53;221576;23.9
2019;Santa Fe;Sexual;Hombre ;49;46763;104.8
2019;Sumapaz;Sexual;Hombre ;2;3939;50.8
2019;Los Mártires;Sexual;Hombre ;26;47189;55.1
2019;Suba;Sexual;Hombre ;168;643043;26.1
2019;Bosa;Sexual;Hombre ;209;378186;55.3
2019;Fontibón;Sexual;Hombre ;44;204903;21.5
2019;Teusaquillo;Sexual;Hombre ;18;66684;27
2019;Barrios Unidos;Sexual;Hombre ;19;138503;13.7
2019;Antonio Nariño;Sexual;Hombre ;22;53823;40.9
2019;La Candelaria;Sexual;Hombre ;6;11891;50.5
2019;Engativá;Sexual;Hombre ;103;427470;24.1
2019;Tunjuelito;Sexual;Hombre ;28;91695;30.5
2019;Usme;Sexual;Hombre ;86;168989;50.9
2019;Ciudad Bolívar;Sexual;Hombre ;191;371732;51.4
2019;Kennedy;Sexual;Hombre ;223;611659;36.5
2019;Rafael Uribe Uribe;Sexual;Hombre ;117;168858;69.3
2019;Chapinero;Sexual;Hombre ;27;60592;44.6
2020;Engativá;Abandono;Total general;36;892169;4
2020;Puente Aranda;Abandono;Total general;35;211802;16.5
2020;Chapinero;Abandono;Total general;9;125294;7.2
2020;Sumapaz;Abandono;Total general;14;7838;178.6
2020;Usaquén;Abandono;Total general;30;476931;6.3
2020;Barrios Unidos;Abandono;Total general;11;276453;4
2020;Tunjuelito;Abandono;Total general;25;183067;13.7
2020;Antonio Nariño;Abandono;Total general;11;108976;10.1
2020;Teusaquillo;Abandono;Total general;9;139369;6.5
2020;Kennedy;Abandono;Total general;126;1273390;9.9
2020;Rafael Uribe Uribe;Abandono;Total general;57;341886;16.7
2020;Bosa;Abandono;Total general;148;799660;18.5
2020;Usme;Abandono;Total general;53;348332;15.2
2020;Distrito;Abandono;Total general;877;8380801;10.5
2020;San Cristóbal;Abandono;Total general;74;387560;19.1
2020;La Candelaria;Abandono;Total general;6;21830;27.5
2020;Ciudad Bolívar;Abandono;Total general;87;776351;11.2
2020;Fontibón;Abandono;Total general;39;444951;8.8
2020;Suba;Abandono;Total general;72;1381597;5.2
2020;Los Mártires;Abandono;Total general;16;92234;17.3
2020;Santa Fe;Abandono;Total general;19;91111;20.9
2020;Ciudad Bolívar;Económica;Total general;62;776351;8
2020;Sumapaz;Económica;Total general;0;7838;0
2020;Tunjuelito;Económica;Total general;14;183067;7.6
2020;La Candelaria;Económica;Total general;1;21830;4.6
2020;Puente Aranda;Económica;Total general;29;211802;13.7
2020;Bosa;Económica;Total general;121;799660;15.1
2020;Los Mártires;Económica;Total general;15;92234;16.3
2020;Usaquén;Económica;Total general;32;476931;6.7
2020;Usme;Económica;Total general;48;348332;13.8
2020;Rafael Uribe Uribe;Económica;Total general;35;341886;10.2
2020;Distrito;Económica;Total general;783;8380801;9.3
2020;Antonio Nariño;Económica;Total general;4;108976;3.7
2020;Engativá;Económica;Total general;65;892169;7.3
2020;Santa Fe;Económica;Total general;21;91111;23
2020;Kennedy;Económica;Total general;127;1273390;10
2020;San Cristóbal;Económica;Total general;40;387560;10.3
2020;Teusaquillo;Económica;Total general;26;139369;18.7
2020;Chapinero;Económica;Total general;15;125294;12
2020;Suba;Económica;Total general;78;1381597;5.6
2020;Barrios Unidos;Económica;Total general;4;276453;1.4
2020;Fontibón;Económica;Total general;46;444951;10.3
2020;Sumapaz;Emocional;Total general;79;7838;1007.9
2020;Barrios Unidos;Emocional;Total general;306;276453;110.7
2020;Rafael Uribe Uribe;Emocional;Total general;1471;341886;430.3
2020;Engativá;Emocional;Total general;1724;892169;193.2
2020;Chapinero;Emocional;Total general;255;125294;203.5
2020;San Cristóbal;Emocional;Total general;1619;387560;417.7
2020;Distrito;Emocional;Total general;25892;8380801;308.9
2020;Antonio Nariño;Emocional;Total general;283;108976;259.7
2020;Ciudad Bolívar;Emocional;Total general;3666;776351;472.2
2020;Teusaquillo;Emocional;Total general;315;139369;226
2020;Tunjuelito;Emocional;Total general;851;183067;464.9
2020;Bosa;Emocional;Total general;3512;799660;439.2
2020;Puente Aranda;Emocional;Total general;678;211802;320.1
2020;Fontibón;Emocional;Total general;994;444951;223.4
2020;Santa Fe;Emocional;Total general;542;91111;594.9
2020;Usme;Emocional;Total general;2192;348332;629.3
2020;Usaquén;Emocional;Total general;951;476931;199.4
2020;Suba;Emocional;Total general;2460;1381597;178.1
2020;La Candelaria;Emocional;Total general;92;21830;421.4
2020;Los Mártires;Emocional;Total general;369;92234;400.1
2020;Kennedy;Emocional;Total general;3531;1273390;277.3
2020;Usme;Física;Total general;632;348332;181.4
2020;Bosa;Física;Total general;1043;799660;130.4
2020;Usaquén;Física;Total general;355;476931;74.4
2020;Teusaquillo;Física;Total general;113;139369;81.1
2020;Distrito;Física;Total general;8217;8380801;98
2020;Santa Fe;Física;Total general;198;91111;217.3
2020;Tunjuelito;Física;Total general;235;183067;128.4
2020;Ciudad Bolívar;Física;Total general;1022;776351;131.6
2020;Sumapaz;Física;Total general;5;7838;63.8
2020;Rafael Uribe Uribe;Física;Total general;473;341886;138.4
2020;Fontibón;Física;Total general;326;444951;73.3
2020;Kennedy;Física;Total general;1066;1273390;83.7
2020;Engativá;Física;Total general;605;892169;67.8
2020;La Candelaria;Física;Total general;31;21830;142
2020;Antonio Nariño;Física;Total general;83;108976;76.2
2020;Barrios Unidos;Física;Total general;84;276453;30.4
2020;Suba;Física;Total general;950;1381597;68.8
2020;Chapinero;Física;Total general;98;125294;78.2
2020;San Cristóbal;Física;Total general;510;387560;131.6
2020;Los Mártires;Física;Total general;133;92234;144.2
2020;Puente Aranda;Física;Total general;254;211802;119.9
2020;Chapinero;Intrafamiliar;Total general;255;125294;203.5
2020;Santa Fe;Intrafamiliar;Total general;542;91111;594.9
2020;Suba;Intrafamiliar;Total general;2460;1381597;178.1
2020;Puente Aranda;Intrafamiliar;Total general;678;211802;320.1
2020;Los Mártires;Intrafamiliar;Total general;369;92234;400.1
2020;Bosa;Intrafamiliar;Total general;3512;799660;439.2
2020;La Candelaria;Intrafamiliar;Total general;92;21830;421.4
2020;Usme;Intrafamiliar;Total general;2192;348332;629.3
2020;Fontibón;Intrafamiliar;Total general;994;444951;223.4
2020;Barrios Unidos;Intrafamiliar;Total general;306;276453;110.7
2020;Sumapaz;Intrafamiliar;Total general;79;7838;1007.9
2020;Rafael Uribe Uribe;Intrafamiliar;Total general;1471;341886;430.3
2020;Engativá;Intrafamiliar;Total general;1724;892169;193.2
2020;Ciudad Bolívar;Intrafamiliar;Total general;3666;776351;472.2
2020;San Cristóbal;Intrafamiliar;Total general;1619;387560;417.7
2020;Usaquén;Intrafamiliar;Total general;951;476931;199.4
2020;Tunjuelito;Intrafamiliar;Total general;851;183067;464.9
2020;Distrito;Intrafamiliar;Total general;25892;8380801;308.9
2020;Kennedy;Intrafamiliar;Total general;3531;1273390;277.3
2020;Antonio Nariño;Intrafamiliar;Total general;283;108976;259.7
2020;Teusaquillo;Intrafamiliar;Total general;315;139369;226
2020;Engativá;Negligencia ;Total general;457;892169;51.2
2020;Ciudad Bolívar;Negligencia ;Total general;1872;776351;241.1
2020;Santa Fe;Negligencia ;Total general;187;91111;205.2
2020;San Cristóbal;Negligencia ;Total general;564;387560;145.5
2020;Los Mártires;Negligencia ;Total general;145;92234;157.2
2020;Sumapaz;Negligencia ;Total general;52;7838;663.4
2020;Fontibón;Negligencia ;Total general;389;444951;87.4
2020;Puente Aranda;Negligencia ;Total general;229;211802;108.1
2020;Usme;Negligencia ;Total general;1153;348332;331
2020;Tunjuelito;Negligencia ;Total general;439;183067;239.8
2020;Barrios Unidos;Negligencia ;Total general;101;276453;36.5
2020;Usaquén;Negligencia ;Total general;336;476931;70.5
2020;Chapinero;Negligencia ;Total general;100;125294;79.8
2020;Distrito;Negligencia ;Total general;10579;8380801;126.2
2020;Bosa;Negligencia ;Total general;1563;799660;195.5
2020;Suba;Negligencia ;Total general;695;1381597;50.3
2020;Antonio Nariño;Negligencia ;Total general;95;108976;87.2
2020;Teusaquillo;Negligencia ;Total general;99;139369;71
2020;Rafael Uribe Uribe;Negligencia ;Total general;521;341886;152.4
2020;Kennedy;Negligencia ;Total general;1548;1273390;121.6
2020;La Candelaria;Negligencia ;Total general;33;21830;151.2
2020;La Candelaria;Sexual;Total general;21;21830;96.2
2020;Teusaquillo;Sexual;Total general;97;139369;69.6
2020;Puente Aranda;Sexual;Total general;196;211802;92.5
2020;Distrito;Sexual;Total general;7669;8380801;91.5
2020;Rafael Uribe Uribe;Sexual;Total general;432;341886;126.4
2020;Ciudad Bolívar;Sexual;Total general;1123;776351;144.7
2020;Santa Fe;Sexual;Total general;150;91111;164.6
2020;Antonio Nariño;Sexual;Total general;95;108976;87.2
2020;Fontibón;Sexual;Total general;288;444951;64.7
2020;Kennedy;Sexual;Total general;1024;1273390;80.4
2020;Engativá;Sexual;Total general;591;892169;66.2
2020;Usaquén;Sexual;Total general;239;476931;50.1
2020;Bosa;Sexual;Total general;1039;799660;129.9
2020;Barrios Unidos;Sexual;Total general;106;276453;38.3
2020;Suba;Sexual;Total general;724;1381597;52.4
2020;Chapinero;Sexual;Total general;56;125294;44.7
2020;San Cristóbal;Sexual;Total general;530;387560;136.8
2020;Los Mártires;Sexual;Total general;109;92234;118.2
2020;Usme;Sexual;Total general;601;348332;172.5
2020;Tunjuelito;Sexual;Total general;239;183067;130.6
2020;Sumapaz;Sexual;Total general;9;7838;114.8
2020;Usme;Abandono;Mujer;27;178104;15.2
2020;Suba;Abandono;Mujer;44;722309;6.1
2020;Chapinero;Abandono;Mujer;1;64711;1.5
2020;Kennedy;Abandono;Mujer;80;650969;12.3
2020;Usaquén;Abandono;Mujer;17;254841;6.7
2020;Santa Fe;Abandono;Mujer;6;45019;13.3
2020;Tunjuelito;Abandono;Mujer;14;92144;15.2
2020;Fontibón;Abandono;Mujer;21;235174;8.9
2020;Puente Aranda;Abandono;Mujer;23;105742;21.8
2020;Teusaquillo;Abandono;Mujer;5;72718;6.9
2020;Ciudad Bolívar;Abandono;Mujer;49;397847;12.3
2020;Sumapaz;Abandono;Mujer;8;3844;208.1
2020;Rafael Uribe Uribe;Abandono;Mujer;32;174494;18.3
2020;San Cristóbal;Abandono;Mujer;39;199363;19.6
2020;Engativá;Abandono;Mujer;21;462301;4.5
2020;Bosa;Abandono;Mujer;89;410260;21.7
2020;La Candelaria;Abandono;Mujer;2;10021;20
2020;Antonio Nariño;Abandono;Mujer;4;55133;7.3
2020;Los Mártires;Abandono;Mujer;10;45219;22.1
2020;Barrios Unidos;Abandono;Mujer;6;135929;4.4
2020;Distrito;Abandono;Mujer;498;4316142;11.5
2020;Bosa;Económica;Mujer;105;410260;25.6
2020;Ciudad Bolívar;Económica;Mujer;51;397847;12.8
2020;La Candelaria;Económica;Mujer;1;10021;10
2020;Los Mártires;Económica;Mujer;13;45219;28.7
2020;San Cristóbal;Económica;Mujer;34;199363;17.1
2020;Distrito;Económica;Mujer;649;4316142;15
2020;Usme;Económica;Mujer;42;178104;23.6
2020;Teusaquillo;Económica;Mujer;22;72718;30.3
2020;Puente Aranda;Económica;Mujer;23;105742;21.8
2020;Usaquén;Económica;Mujer;25;254841;9.8
2020;Engativá;Económica;Mujer;54;462301;11.7
2020;Kennedy;Económica;Mujer;103;650969;15.8
2020;Santa Fe;Económica;Mujer;15;45019;33.3
2020;Tunjuelito;Económica;Mujer;12;92144;13
2020;Fontibón;Económica;Mujer;38;235174;16.2
2020;Antonio Nariño;Económica;Mujer;2;55133;3.6
2020;Suba;Económica;Mujer;68;722309;9.4
2020;Rafael Uribe Uribe;Económica;Mujer;27;174494;15.5
2020;Barrios Unidos;Económica;Mujer;3;135929;2.2
2020;Chapinero;Económica;Mujer;11;64711;17
2020;Sumapaz;Económica;Mujer;0;3844;0
2020;Usme;Emocional;Mujer;1540;178104;864.7
2020;Rafael Uribe Uribe;Emocional;Mujer;1101;174494;631
2020;Teusaquillo;Emocional;Mujer;227;72718;312.2
2020;Fontibón;Emocional;Mujer;719;235174;305.7
2020;Puente Aranda;Emocional;Mujer;516;105742;488
2020;Barrios Unidos;Emocional;Mujer;222;135929;163.3
2020;Antonio Nariño;Emocional;Mujer;211;55133;382.7
2020;Bosa;Emocional;Mujer;2648;410260;645.4
2020;Sumapaz;Emocional;Mujer;59;3844;1534.9
2020;La Candelaria;Emocional;Mujer;60;10021;598.7
2020;San Cristóbal;Emocional;Mujer;1196;199363;599.9
2020;Los Mártires;Emocional;Mujer;279;45219;617
2020;Distrito;Emocional;Mujer;18938;4316142;438.8
2020;Engativá;Emocional;Mujer;1239;462301;268
2020;Ciudad Bolívar;Emocional;Mujer;2621;397847;658.8
2020;Suba;Emocional;Mujer;1850;722309;256.1
2020;Tunjuelito;Emocional;Mujer;589;92144;639.2
2020;Kennedy;Emocional;Mujer;2605;650969;400.2
2020;Chapinero;Emocional;Mujer;173;64711;267.3
2020;Santa Fe;Emocional;Mujer;404;45019;897.4
2020;Usaquén;Emocional;Mujer;678;254841;266
2020;La Candelaria;Física;Mujer;25;10021;249.5
2020;Los Mártires;Física;Mujer;112;45219;247.7
2020;Antonio Nariño;Física;Mujer;69;55133;125.2
2020;Distrito;Física;Mujer;6557;4316142;151.9
2020;Puente Aranda;Física;Mujer;203;105742;192
2020;Tunjuelito;Física;Mujer;177;92144;192.1
2020;Chapinero;Física;Mujer;66;64711;102
2020;Usme;Física;Mujer;500;178104;280.7
2020;Santa Fe;Física;Mujer;165;45019;366.5
2020;Rafael Uribe Uribe;Física;Mujer;372;174494;213.2
2020;Sumapaz;Física;Mujer;5;3844;130.1
2020;Kennedy;Física;Mujer;834;650969;128.1
2020;Bosa;Física;Mujer;868;410260;211.6
2020;Teusaquillo;Física;Mujer;84;72718;115.5
2020;Suba;Física;Mujer;779;722309;107.8
2020;Engativá;Física;Mujer;486;462301;105.1
2020;Ciudad Bolívar;Física;Mujer;798;397847;200.6
2020;Usaquén;Física;Mujer;283;254841;111
2020;Barrios Unidos;Física;Mujer;65;135929;47.8
2020;San Cristóbal;Física;Mujer;396;199363;198.6
2020;Fontibón;Física;Mujer;269;235174;114.4
2020;Engativá;Intrafamiliar;Mujer;1239;462301;268
2020;Teusaquillo;Intrafamiliar;Mujer;227;72718;312.2
2020;Los Mártires;Intrafamiliar;Mujer;279;45219;617
2020;Fontibón;Intrafamiliar;Mujer;719;235174;305.7
2020;Suba;Intrafamiliar;Mujer;1850;722309;256.1
2020;Rafael Uribe Uribe;Intrafamiliar;Mujer;1101;174494;631
2020;Kennedy;Intrafamiliar;Mujer;2605;650969;400.2
2020;Antonio Nariño;Intrafamiliar;Mujer;211;55133;382.7
2020;Usme;Intrafamiliar;Mujer;1540;178104;864.7
2020;Barrios Unidos;Intrafamiliar;Mujer;222;135929;163.3
2020;Distrito;Intrafamiliar;Mujer;18938;4316142;438.8
2020;Chapinero;Intrafamiliar;Mujer;173;64711;267.3
2020;Usaquén;Intrafamiliar;Mujer;678;254841;266
2020;Santa Fe;Intrafamiliar;Mujer;404;45019;897.4
2020;Sumapaz;Intrafamiliar;Mujer;59;3844;1534.9
2020;Bosa;Intrafamiliar;Mujer;2648;410260;645.4
2020;Puente Aranda;Intrafamiliar;Mujer;516;105742;488
2020;Tunjuelito;Intrafamiliar;Mujer;589;92144;639.2
2020;San Cristóbal;Intrafamiliar;Mujer;1196;199363;599.9
2020;Ciudad Bolívar;Intrafamiliar;Mujer;2621;397847;658.8
2020;La Candelaria;Intrafamiliar;Mujer;60;10021;598.7
2020;La Candelaria;Negligencia ;Mujer;17;10021;169.6
2020;San Cristóbal;Negligencia ;Mujer;347;199363;174.1
2020;Teusaquillo;Negligencia ;Mujer;58;72718;79.8
2020;Fontibón;Negligencia ;Mujer;221;235174;94
2020;Ciudad Bolívar;Negligencia ;Mujer;1133;397847;284.8
2020;Usaquén;Negligencia ;Mujer;183;254841;71.8
2020;Distrito;Negligencia ;Mujer;6508;4316142;150.8
2020;Chapinero;Negligencia ;Mujer;60;64711;92.7
2020;Rafael Uribe Uribe;Negligencia ;Mujer;321;174494;184
2020;Kennedy;Negligencia ;Mujer;1014;650969;155.8
2020;Sumapaz;Negligencia ;Mujer;37;3844;962.5
2020;Bosa;Negligencia ;Mujer;1027;410260;250.3
2020;Suba;Negligencia ;Mujer;419;722309;58
2020;Puente Aranda;Negligencia ;Mujer;156;105742;147.5
2020;Engativá;Negligencia ;Mujer;251;462301;54.3
2020;Santa Fe;Negligencia ;Mujer;116;45019;257.7
2020;Barrios Unidos;Negligencia ;Mujer;48;135929;35.3
2020;Usme;Negligencia ;Mujer;691;178104;388
2020;Tunjuelito;Negligencia ;Mujer;255;92144;276.7
2020;Antonio Nariño;Negligencia ;Mujer;61;55133;110.6
2020;Los Mártires;Negligencia ;Mujer;93;45219;205.7
2020;Chapinero;Sexual;Mujer;40;64711;61.8
2020;Teusaquillo;Sexual;Mujer;79;72718;108.6
2020;Antonio Nariño;Sexual;Mujer;83;55133;150.5
2020;Distrito;Sexual;Mujer;6425;4316142;148.9
2020;Suba;Sexual;Mujer;594;722309;82.2
2020;Barrios Unidos;Sexual;Mujer;94;135929;69.2
2020;Kennedy;Sexual;Mujer;845;650969;129.8
2020;Fontibón;Sexual;Mujer;245;235174;104.2
2020;Usaquén;Sexual;Mujer;199;254841;78.1
2020;La Candelaria;Sexual;Mujer;18;10021;179.6
2020;Puente Aranda;Sexual;Mujer;166;105742;157
2020;Los Mártires;Sexual;Mujer;95;45219;210.1
2020;San Cristóbal;Sexual;Mujer;448;199363;224.7
2020;Ciudad Bolívar;Sexual;Mujer;958;397847;240.8
2020;Tunjuelito;Sexual;Mujer;199;92144;216
2020;Santa Fe;Sexual;Mujer;123;45019;273.2
2020;Usme;Sexual;Mujer;499;178104;280.2
2020;Sumapaz;Sexual;Mujer;6;3844;156.1
2020;Engativá;Sexual;Mujer;467;462301;101
2020;Rafael Uribe Uribe;Sexual;Mujer;374;174494;214.3
2020;Bosa;Sexual;Mujer;893;410260;217.7
2020;Sumapaz;Abandono;Hombre ;6;3994;150.2
2020;Santa Fe;Abandono;Hombre ;13;46092;28.2
2020;Teusaquillo;Abandono;Hombre ;4;66651;6
2020;Tunjuelito;Abandono;Hombre ;11;90923;12.1
2020;Fontibón;Abandono;Hombre ;18;209777;8.6
2020;Bosa;Abandono;Hombre ;59;389400;15.2
2020;Ciudad Bolívar;Abandono;Hombre ;38;378504;10
2020;Chapinero;Abandono;Hombre ;8;60583;13.2
2020;Los Mártires;Abandono;Hombre ;6;47015;12.8
2020;Engativá;Abandono;Hombre ;15;429868;3.5
2020;Barrios Unidos;Abandono;Hombre ;5;140524;3.6
2020;Kennedy;Abandono;Hombre ;46;622421;7.4
2020;Distrito;Abandono;Hombre ;379;4064659;9.3
2020;Puente Aranda;Abandono;Hombre ;12;106060;11.3
2020;Rafael Uribe Uribe;Abandono;Hombre ;25;167392;14.9
2020;La Candelaria;Abandono;Hombre ;4;11809;33.9
2020;Usaquén;Abandono;Hombre ;13;222090;5.9
2020;Antonio Nariño;Abandono;Hombre ;7;53843;13
2020;Suba;Abandono;Hombre ;28;659288;4.2
2020;Usme;Abandono;Hombre ;26;170228;15.3
2020;San Cristóbal;Abandono;Hombre ;35;188197;18.6
2020;Ciudad Bolívar;Económica;Hombre ;11;378504;2.9
2020;Chapinero;Económica;Hombre ;4;60583;6.6
2020;La Candelaria;Económica;Hombre ;;11809;0
2020;Distrito;Económica;Hombre ;134;4064659;3.3
2020;Santa Fe;Económica;Hombre ;6;46092;13
2020;Antonio Nariño;Económica;Hombre ;2;53843;3.7
2020;Puente Aranda;Económica;Hombre ;6;106060;5.7
2020;Teusaquillo;Económica;Hombre ;4;66651;6
2020;Kennedy;Económica;Hombre ;24;622421;3.9
2020;San Cristóbal;Económica;Hombre ;6;188197;3.2
2020;Usaquén;Económica;Hombre ;7;222090;3.2
2020;Engativá;Económica;Hombre ;11;429868;2.6
2020;Suba;Económica;Hombre ;10;659288;1.5
2020;Sumapaz;Económica;Hombre ;0;3994;0
2020;Fontibón;Económica;Hombre ;8;209777;3.8
2020;Tunjuelito;Económica;Hombre ;2;90923;2.2
2020;Barrios Unidos;Económica;Hombre ;1;140524;0.7
2020;Los Mártires;Económica;Hombre ;2;47015;4.3
2020;Rafael Uribe Uribe;Económica;Hombre ;8;167392;4.8
2020;Bosa;Económica;Hombre ;16;389400;4.1
2020;Usme;Económica;Hombre ;6;170228;3.5
2020;Kennedy;Emocional;Hombre ;926;622421;148.8
2020;Los Mártires;Emocional;Hombre ;90;47015;191.4
2020;Rafael Uribe Uribe;Emocional;Hombre ;370;167392;221
2020;Usaquén;Emocional;Hombre ;273;222090;122.9
2020;Sumapaz;Emocional;Hombre ;20;3994;500.8
2020;San Cristóbal;Emocional;Hombre ;423;188197;224.8
2020;Fontibón;Emocional;Hombre ;275;209777;131.1
2020;Ciudad Bolívar;Emocional;Hombre ;1045;378504;276.1
2020;Bosa;Emocional;Hombre ;864;389400;221.9
2020;Usme;Emocional;Hombre ;652;170228;383
2020;Tunjuelito;Emocional;Hombre ;262;90923;288.2
2020;Suba;Emocional;Hombre ;610;659288;92.5
2020;La Candelaria;Emocional;Hombre ;32;11809;271
2020;Chapinero;Emocional;Hombre ;82;60583;135.4
2020;Santa Fe;Emocional;Hombre ;138;46092;299.4
2020;Barrios Unidos;Emocional;Hombre ;84;140524;59.8
2020;Puente Aranda;Emocional;Hombre ;162;106060;152.7
2020;Teusaquillo;Emocional;Hombre ;88;66651;132
2020;Engativá;Emocional;Hombre ;485;429868;112.8
2020;Antonio Nariño;Emocional;Hombre ;72;53843;133.7
2020;Distrito;Emocional;Hombre ;6954;4064659;171.1
2020;Bosa;Física;Hombre ;175;389400;44.9
2020;Fontibón;Física;Hombre ;57;209777;27.2
2020;Antonio Nariño;Física;Hombre ;14;53843;26
2020;San Cristóbal;Física;Hombre ;114;188197;60.6
2020;Usme;Física;Hombre ;132;170228;77.5
2020;Santa Fe;Física;Hombre ;33;46092;71.6
2020;Distrito;Física;Hombre ;1660;4064659;40.8
2020;Puente Aranda;Física;Hombre ;51;106060;48.1
2020;La Candelaria;Física;Hombre ;6;11809;50.8
2020;Los Mártires;Física;Hombre ;21;47015;44.7
2020;Sumapaz;Física;Hombre ;0;3994;0
2020;Ciudad Bolívar;Física;Hombre ;224;378504;59.2
2020;Engativá;Física;Hombre ;119;429868;27.7
2020;Suba;Física;Hombre ;171;659288;25.9
2020;Tunjuelito;Física;Hombre ;58;90923;63.8
2020;Kennedy;Física;Hombre ;232;622421;37.3
